"year","state_fips","total_counties","ranked_counties","range_1_min","range_1_max","range_2_min","range_2_max","range_3_min","range_3_max","range_4_min","range_4_max","range_5_min","range_5_max","not_ranked_min","not_ranked_max","last_updated"
2015,"01",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"02",27,23,1,6,7,12,13,17,18,23,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"04",15,15,1,4,5,8,9,11,12,15,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"05",75,75,1,19,20,38,39,56,57,75,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"06",58,57,1,14,15,28,29,43,44,57,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"08",64,60,1,15,16,30,31,45,46,60,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"09",8,8,1,2,3,4,5,6,7,8,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"10",3,3,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"11",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"12",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"13",159,159,1,40,41,80,81,119,120,159,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"15",5,4,1,1,2,2,3,3,4,4,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"16",44,42,1,10,11,21,22,32,33,42,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"17",102,102,1,26,27,51,52,76,77,102,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"18",92,92,1,23,24,46,47,69,70,92,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"19",99,99,1,25,26,50,51,74,75,99,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"20",105,101,1,25,26,50,51,76,77,101,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"21",120,120,1,30,31,60,61,90,91,120,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"22",64,64,1,16,17,32,33,48,49,64,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"23",16,16,1,4,5,8,9,12,13,16,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"24",24,24,1,6,7,12,13,18,19,24,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"25",14,14,1,4,5,7,8,10,11,14,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"26",83,82,1,20,21,41,42,62,63,82,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"27",87,87,1,22,23,44,45,65,66,87,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"28",82,82,1,20,21,41,42,62,63,82,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"29",115,114,1,28,29,57,58,86,87,114,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"30",56,46,1,12,13,23,24,34,35,46,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"31",93,78,1,20,21,39,40,58,59,78,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"32",17,16,1,4,5,8,9,12,13,16,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"33",10,10,1,2,3,5,6,8,9,10,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"34",21,21,1,5,6,10,11,16,17,21,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"35",33,32,1,8,9,16,17,24,25,32,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"36",62,62,1,16,17,31,32,46,47,62,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"37",100,100,1,25,26,50,51,75,76,100,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"38",53,47,1,12,13,24,25,35,36,47,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"39",88,88,1,22,23,44,45,66,67,88,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"40",77,77,1,19,20,38,39,58,59,77,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"41",36,34,1,8,9,17,18,26,27,34,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"42",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"44",5,5,1,1,2,2,3,3,4,4,5,5,NA,NA,"2015-07-27 14:13:00"
2015,"45",46,46,1,12,13,23,24,34,35,46,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"46",66,60,1,15,16,30,31,45,46,60,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"47",95,95,1,24,25,48,49,71,72,95,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"48",254,237,1,59,60,118,119,178,179,237,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"49",29,27,1,7,8,14,15,20,21,27,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"50",14,14,1,4,5,7,8,10,11,14,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"51",134,133,1,33,34,66,67,100,101,133,NA,NA,999,999,"2015-07-27 14:13:00"
2015,"53",39,39,1,10,11,20,21,29,30,39,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"54",55,55,1,14,15,28,29,41,42,55,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"55",72,72,1,18,19,36,37,54,55,72,NA,NA,NA,NA,"2015-07-27 14:13:00"
2015,"56",23,23,1,6,7,12,13,17,18,23,NA,NA,NA,NA,"2015-07-27 14:13:00"
2016,"01",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"02",27,24,1,6,7,12,13,18,19,24,NA,NA,999,999,"2016-02-24 20:29:00"
2016,"04",15,15,1,4,5,8,9,11,12,15,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"05",75,75,1,19,20,38,39,56,57,75,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"06",58,57,1,14,15,28,29,43,44,57,NA,NA,999,999,"2016-02-24 20:29:00"
2016,"08",64,60,1,15,16,30,31,45,46,60,NA,NA,999,999,"2016-02-24 20:29:00"
2016,"09",8,8,1,2,3,4,5,6,7,8,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"10",3,3,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"11",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"12",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"13",159,159,1,40,41,80,81,119,120,159,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"15",5,4,1,1,2,2,3,3,4,4,NA,NA,999,999,"2016-02-24 20:29:00"
2016,"16",44,42,1,10,11,21,22,32,33,42,NA,NA,999,999,"2016-02-24 20:29:00"
2016,"17",102,102,1,26,27,51,52,76,77,102,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"18",92,92,1,23,24,46,47,69,70,92,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"19",99,99,1,25,26,50,51,74,75,99,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"20",105,101,1,25,26,50,51,76,77,101,NA,NA,999,999,"2016-02-24 20:29:00"
2016,"21",120,120,1,30,31,60,61,90,91,120,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"22",64,64,1,16,17,32,33,48,49,64,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"23",16,16,1,4,5,8,9,12,13,16,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"24",24,24,1,6,7,12,13,18,19,24,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"25",14,14,1,4,5,7,8,10,11,14,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"26",83,83,1,21,22,42,43,62,63,83,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"27",87,87,1,22,23,44,45,65,66,87,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"28",82,82,1,20,21,41,42,62,63,82,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"29",115,115,1,29,30,58,59,86,87,115,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"30",56,47,1,12,13,24,25,35,36,47,NA,NA,999,999,"2016-02-24 20:29:00"
2016,"31",93,78,1,20,21,39,40,58,59,78,NA,NA,999,999,"2016-02-24 20:29:00"
2016,"32",17,17,1,4,5,8,9,13,14,17,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"33",10,10,1,2,3,5,6,8,9,10,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"34",21,21,1,5,6,10,11,16,17,21,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"35",33,32,1,8,9,16,17,24,25,32,NA,NA,999,999,"2016-02-24 20:29:00"
2016,"36",62,62,1,16,17,31,32,46,47,62,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"37",100,100,1,25,26,50,51,75,76,100,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"38",53,49,1,12,13,24,25,37,38,49,NA,NA,999,999,"2016-02-24 20:29:00"
2016,"39",88,88,1,22,23,44,45,66,67,88,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"40",77,77,1,19,20,38,39,58,59,77,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"41",36,36,1,9,10,18,19,27,28,36,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"42",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"44",5,5,1,1,2,2,3,3,4,4,5,5,NA,NA,"2016-02-24 20:29:00"
2016,"45",46,46,1,12,13,23,24,34,35,46,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"46",66,60,1,15,16,30,31,45,46,60,NA,NA,999,999,"2016-02-24 20:29:00"
2016,"47",95,95,1,24,25,48,49,71,72,95,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"48",254,241,1,60,61,120,121,181,182,241,NA,NA,999,999,"2016-02-24 20:29:00"
2016,"49",29,26,1,6,7,13,14,20,21,26,NA,NA,999,999,"2016-02-24 20:29:00"
2016,"50",14,14,1,4,5,7,8,10,11,14,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"51",134,134,1,34,35,67,68,100,101,134,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"53",39,39,1,10,11,20,21,29,30,39,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"54",55,55,1,14,15,28,29,41,42,55,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"55",72,72,1,18,19,36,37,54,55,72,NA,NA,NA,NA,"2016-02-24 20:29:00"
2016,"56",23,23,1,6,7,12,13,17,18,23,NA,NA,NA,NA,"2016-02-24 20:29:00"
2017,"01",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"02",23,20,1,5,6,10,11,15,16,20,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"04",15,15,1,4,5,8,9,11,12,15,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"05",75,75,1,19,20,38,39,56,57,75,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"06",58,57,1,14,15,28,29,43,44,57,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"08",64,58,1,14,15,29,30,44,45,58,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"09",8,8,1,2,3,4,5,6,7,8,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"10",3,3,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"11",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"12",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"13",159,159,1,40,41,80,81,119,120,159,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"15",5,4,1,1,2,2,3,3,4,4,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"16",44,42,1,10,11,21,22,32,33,42,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"17",102,102,1,26,27,51,52,76,77,102,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"18",92,92,1,23,24,46,47,69,70,92,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"19",99,99,1,25,26,50,51,74,75,99,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"20",105,102,1,26,27,51,52,76,77,102,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"21",120,120,1,30,31,60,61,90,91,120,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"22",64,64,1,16,17,32,33,48,49,64,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"23",16,16,1,4,5,8,9,12,13,16,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"24",24,24,1,6,7,12,13,18,19,24,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"25",14,14,1,4,5,7,8,10,11,14,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"26",83,83,1,21,22,42,43,62,63,83,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"27",87,87,1,22,23,44,45,65,66,87,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"28",82,82,1,20,21,41,42,62,63,82,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"29",115,115,1,29,30,58,59,86,87,115,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"30",56,47,1,12,13,24,25,35,36,47,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"31",93,78,1,20,21,39,40,58,59,78,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"32",17,17,1,4,5,8,9,13,14,17,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"33",10,10,1,2,3,5,6,8,9,10,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"34",21,21,1,5,6,10,11,16,17,21,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"35",33,32,1,8,9,16,17,24,25,32,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"36",62,62,1,16,17,31,32,46,47,62,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"37",100,100,1,25,26,50,51,75,76,100,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"38",53,49,1,12,13,24,25,37,38,49,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"39",88,88,1,22,23,44,45,66,67,88,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"40",77,77,1,19,20,38,39,58,59,77,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"41",36,36,1,9,10,18,19,27,28,36,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"42",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"44",5,5,1,1,2,2,3,3,4,4,5,5,NA,NA,"2017-02-10 12:07:00"
2017,"45",46,46,1,12,13,23,24,34,35,46,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"46",66,60,1,15,16,30,31,45,46,60,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"47",95,95,1,24,25,48,49,71,72,95,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"48",254,243,1,61,62,122,123,182,183,243,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"49",29,27,1,7,8,14,15,20,21,27,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"50",14,14,1,4,5,7,8,10,11,14,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"51",133,133,1,33,34,66,67,100,101,133,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"53",39,38,1,10,11,19,20,28,29,38,NA,NA,999,999,"2017-02-10 12:07:00"
2017,"54",55,55,1,14,15,28,29,41,42,55,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"55",72,72,1,18,19,36,37,54,55,72,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,"56",23,23,1,6,7,12,13,17,18,23,NA,NA,NA,NA,"2017-02-10 12:07:00"
2018,"01",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"02",29,25,1,6,7,12,13,19,20,25,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"04",15,15,1,4,5,8,9,11,12,15,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"05",75,75,1,19,20,38,39,56,57,75,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"06",58,57,1,14,15,28,29,43,44,57,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"08",64,58,1,14,15,29,30,44,45,58,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"09",8,8,1,2,3,4,5,6,7,8,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"10",3,3,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"11",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"12",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"13",159,159,1,40,41,80,81,119,120,159,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"15",5,4,1,1,2,2,3,3,4,4,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"16",44,42,1,10,11,21,22,32,33,42,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"17",102,102,1,26,27,51,52,76,77,102,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"18",92,92,1,23,24,46,47,69,70,92,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"19",99,99,1,25,26,50,51,74,75,99,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"20",105,103,1,26,27,52,53,77,78,103,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"21",120,120,1,30,31,60,61,90,91,120,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"22",64,64,1,16,17,32,33,48,49,64,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"23",16,16,1,4,5,8,9,12,13,16,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"24",24,24,1,6,7,12,13,18,19,24,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"25",14,14,1,4,5,7,8,10,11,14,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"26",83,83,1,21,22,42,43,62,63,83,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"27",87,87,1,22,23,44,45,65,66,87,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"28",82,82,1,20,21,41,42,62,63,82,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"29",115,115,1,29,30,58,59,86,87,115,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"30",56,47,1,12,13,24,25,35,36,47,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"31",93,80,1,20,21,40,41,60,61,80,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"32",17,16,1,4,5,8,9,12,13,16,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"33",10,10,1,2,3,5,6,8,9,10,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"34",21,21,1,5,6,10,11,16,17,21,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"35",33,32,1,8,9,16,17,24,25,32,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"36",62,62,1,16,17,31,32,46,47,62,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"37",100,100,1,25,26,50,51,75,76,100,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"38",53,49,1,12,13,24,25,37,38,49,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"39",88,88,1,22,23,44,45,66,67,88,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"40",77,77,1,19,20,38,39,58,59,77,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"41",36,36,1,9,10,18,19,27,28,36,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"42",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"44",5,5,1,1,2,2,3,3,4,4,5,5,NA,NA,"2018-01-18 13:59:00"
2018,"45",46,46,1,12,13,23,24,34,35,46,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"46",66,60,1,15,16,30,31,45,46,60,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"47",95,95,1,24,25,48,49,71,72,95,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"48",254,242,1,60,61,121,122,182,183,242,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"49",29,27,1,7,8,14,15,20,21,27,NA,NA,999,999,"2018-01-18 13:59:00"
2018,"50",14,14,1,4,5,7,8,10,11,14,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"51",133,133,1,33,34,66,67,100,101,133,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"53",39,39,1,10,11,20,21,29,30,39,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"54",55,55,1,14,15,28,29,41,42,55,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"55",72,72,1,18,19,36,37,54,55,72,NA,NA,NA,NA,"2018-01-18 13:59:00"
2018,"56",23,23,1,6,7,12,13,17,18,23,NA,NA,NA,NA,"2018-01-18 13:59:00"
2019,"01",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"02",29,25,1,6,7,12,13,19,20,25,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"04",15,15,1,4,5,8,9,11,12,15,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"05",75,75,1,19,20,38,39,56,57,75,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"06",58,58,1,14,15,29,30,44,45,58,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"08",64,60,1,15,16,30,31,45,46,60,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"09",8,8,1,2,3,4,5,6,7,8,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"10",3,3,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"11",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"12",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"13",159,159,1,40,41,80,81,119,120,159,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"15",5,4,1,1,2,2,3,3,4,4,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"16",44,42,1,10,11,21,22,32,33,42,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"17",102,102,1,26,27,51,52,76,77,102,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"18",92,92,1,23,24,46,47,69,70,92,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"19",99,99,1,25,26,50,51,74,75,99,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"20",105,102,1,26,27,51,52,76,77,102,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"21",120,120,1,30,31,60,61,90,91,120,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"22",64,64,1,16,17,32,33,48,49,64,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"23",16,16,1,4,5,8,9,12,13,16,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"24",24,24,1,6,7,12,13,18,19,24,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"25",14,14,1,4,5,7,8,10,11,14,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"26",83,83,1,21,22,42,43,62,63,83,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"27",87,87,1,22,23,44,45,65,66,87,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"28",82,81,1,20,21,40,41,61,62,81,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"29",115,115,1,29,30,58,59,86,87,115,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"30",56,48,1,12,13,24,25,36,37,48,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"31",93,79,1,20,21,40,41,59,60,79,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"32",17,15,1,4,5,8,9,11,12,15,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"33",10,10,1,2,3,5,6,8,9,10,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"34",21,21,1,5,6,10,11,16,17,21,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"35",33,32,1,8,9,16,17,24,25,32,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"36",62,62,1,16,17,31,32,46,47,62,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"37",100,100,1,25,26,50,51,75,76,100,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"38",53,49,1,12,13,24,25,37,38,49,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"39",88,88,1,22,23,44,45,66,67,88,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"40",77,77,1,19,20,38,39,58,59,77,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"41",36,35,1,9,10,18,19,26,27,35,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"42",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"44",5,5,1,1,2,2,3,3,4,4,5,5,NA,NA,"2019-02-01 17:22:00"
2019,"45",46,46,1,12,13,23,24,34,35,46,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"46",66,62,1,16,17,31,32,46,47,62,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"47",95,95,1,24,25,48,49,71,72,95,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"48",254,244,1,61,62,122,123,183,184,244,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"49",29,27,1,7,8,14,15,20,21,27,NA,NA,999,999,"2019-02-01 17:22:00"
2019,"50",14,14,1,4,5,7,8,10,11,14,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"51",133,133,1,33,34,66,67,100,101,133,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"53",39,39,1,10,11,20,21,29,30,39,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"54",55,55,1,14,15,28,29,41,42,55,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"55",72,72,1,18,19,36,37,54,55,72,NA,NA,NA,NA,"2019-02-01 17:22:00"
2019,"56",23,23,1,6,7,12,13,17,18,23,NA,NA,NA,NA,"2019-02-01 17:22:00"
2020,"01",67,67,1,17,18,34,35,50,51,67,NA,NA,NA,NA,"2020-02-07 12:32:00"
2020,"02",29,25,1,6,7,12,13,19,20,25,NA,NA,999,999,"2020-02-07 12:32:00"
2020,"04",15,15,1,4,5,8,9,11,12,15,NA,NA,NA,NA,"2020-02-07 12:32:00"
2020,"05",75,75,1,19,20,38,39,56,57,75,NA,NA,NA,NA,"2020-02-07 12:32:00"
2020,"06",58,58,1,14,15,29,30,44,45,58,NA,NA,NA,NA,"2020-02-07 12:32:00"
2020,"08",64,60,1,15,16,30,31,45,46,60,NA,NA,999,999,"2020-02-07 12:32:00"
2020,"09",8,8,1,2,3,4,5,6,7,8,NA,NA,NA,NA,"2020-02-07 12:32:00"
2020,"10",3,3,1,1,2,2,3,3,NA,NA,NA,NA,NA,NA,"2020-02-07 12:32:00"
2020,"11",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-02-07 12:32:00"
