"year","category_id","state_fips","county_fips","z_score","rank","quartile","health_group","state_comparison","us_comparison","last_updated"
2012,1,"01","001",-0.334158225141403,22,2,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","003",-1.24070540193577,3,1,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","005",-0.075000383528815,31,2,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","007",0.696780099078674,58,4,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","009",-0.601949930258185,17,1,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","011",1.37800904771858,65,4,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","013",0.392233721985508,49,3,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","015",0.073945517338663,36,3,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","017",0.601596551563078,55,4,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","019",0.319778460184052,47,3,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","021",0.445802821081908,51,4,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","023",0.158950510416122,40,3,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","025",-0.792918394055134,10,1,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","027",-0.274651283265846,24,2,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","029",-0.807444511443799,9,1,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","031",-0.71565574404409,13,1,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","033",0.052211457079383,35,3,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","035",0.190221461764992,43,3,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","037",0.187606905022191,42,3,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","039",-0.344988179078377,21,2,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","041",-0.075121638995879,30,2,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","043",-0.398402601701974,19,2,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","045",-0.656882593395249,15,1,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","047",1.23401014034775,64,4,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","049",-0.415994208353346,18,2,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","051",-0.880604926282164,7,1,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","053",0.016294403520763,34,2,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","055",0.186183300826675,41,3,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","057",0.609641136328898,56,4,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","059",0.567339484768304,54,4,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","061",-0.731722607123776,12,1,NA,NA,NA,"2015-07-27 14:13:00"
2012,1,"01","063",1.15651933379859,61,4,NA,NA,NA,"2015-07-27 14:13:00"
