"year","category_id","state_fips","county_fips","z_score","rank","quartile","health_group","state_comparison","us_comparison","last_updated"
2013,1,"01","001",-0.602249776476557,15,1,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","003",-1.35292577419182,2,1,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","005",-0.029855221294609,33,2,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","007",0.638327529747845,53,4,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","009",-0.831054253415345,10,1,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","011",0.36363779418187,47,3,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","013",-0.137189033658686,28,2,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","015",0.233815672324462,43,3,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","017",0.437104016752873,49,3,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","019",-0.327588572835558,23,2,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","021",-0.026478468806914,34,2,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","023",1.03709806024122,62,4,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","025",-0.495623120623323,18,2,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","027",0.037501262217736,38,3,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","029",-0.121087625632674,29,2,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","031",-0.983292113135455,6,1,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","033",0.19227938122866,42,3,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","035",0.820372770414412,58,4,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","037",0.235750250773588,44,3,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","039",-0.32878666442636,22,2,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","041",-0.495308680860951,19,2,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","043",-0.551231532971703,17,1,NA,NA,NA,"2015-07-27 14:13:00"
2013,1,"01","045",-0.59311687294559,16,1,NA,NA,NA,"2015-07-27 14:13:00"
