"year","category_id","state_fips","county_fips","z_score","rank","quartile","health_group","state_comparison","us_comparison","last_updated"
2017,1,"01","001",-0.834629691456,8,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","003",-1.50759929845625,2,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","005",-0.22850927774488,27,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","007",0.255032455020292,48,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","009",-0.753735846682429,11,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","011",0.559957633775766,54,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","013",0.899951427002138,57,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","015",-0.030858063534708,37,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","017",0.435561276215796,51,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","019",0.189612139055422,45,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","021",-0.147864360402968,32,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","023",0.732481828920819,56,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","025",0.030380049819822,40,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","027",-0.258604051166648,26,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","029",-0.165186329815738,30,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","031",-1.19288450873806,5,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","033",-0.272283680166251,25,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","035",1.36075340207884,64,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","037",-0.215952534325334,28,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","039",-0.309908046941938,23,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","041",-0.310450561363435,22,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","043",-0.439017013823967,18,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","045",-0.816245410889168,9,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","047",1.25339679608376,62,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","049",-0.284951983775932,24,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","051",-0.911321457875528,7,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","053",0.193446895805651,46,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","055",-0.068723227133405,35,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","057",-0.142183269001156,33,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","059",0.173213823488153,44,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","061",-0.420827107456948,19,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","063",1.83100813977112,66,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","065",0.548936615589803,53,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","067",-0.785068511613624,10,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","069",-0.744374067137217,12,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","071",0.031088621432442,41,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","073",-0.469841262339161,17,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","075",-0.350790607025814,21,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","077",-0.732121558574216,13,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","079",-0.161573941964289,31,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","081",-1.09906284058955,6,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","083",-1.32340010269906,4,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","085",1.29364202076637,63,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","087",1.22163960603228,59,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","089",-1.38855687117575,3,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","091",0.533461598420579,52,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","093",0.033301376992553,42,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","095",-0.103097538772508,34,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","097",-0.028453012706946,38,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","099",1.22825106894884,60,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","101",-0.065376755559201,36,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","103",-0.716039726149299,14,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","105",1.49571689439847,65,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","107",0.648863032663003,55,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","109",-0.007318255193703,39,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","111",0.246418572664442,47,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","113",-0.366654168356666,20,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","115",-0.580936509568438,16,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","117",-2.12342903119705,1,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","119",1.2365844469069,61,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","121",0.387018942132688,50,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","123",0.108763801823463,43,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","125",-0.63967509221103,15,1,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","127",1.14013012832918,58,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","129",-0.180305374648532,29,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","131",2.38680123351508,67,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"01","133",0.282953899329155,49,3,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"02","013",NA,999,NA,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"02","016",-0.50475909670007,6,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"02","020",-0.312820598302673,10,2,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"02","050",1.01346464535353,16,4,NA,NA,NA,"2017-02-10 12:07:00"
2017,1,"02","060",NA,999,NA,NA,NA,NA,"2017-02-10 12:07:00"
