"year","category_id","state_fips","county_fips","z_score","rank","quartile","health_group","state_comparison","us_comparison","last_updated"
2010,1,"01","001",-0.324520706864683,23,2,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","003",-1.20764620338701,3,1,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","005",0.185291133035283,45,3,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","007",0.39093083823141,51,4,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","009",-0.718775291420639,10,1,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","011",1.34228419033843,63,4,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","013",0.51443379331371,55,4,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","015",0.209007181344602,46,3,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","017",-0.135716799984404,28,2,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","019",0.168701826641165,44,3,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","021",0.584124519861036,57,4,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","023",0.361891201139178,49,3,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","025",-0.349286765664594,21,2,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","027",-0.184212946106419,27,2,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","029",-0.043126328197268,32,2,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","031",-0.755446558240659,9,1,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","033",-0.086413415164186,30,2,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","035",0.5597142828807,56,4,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","037",0.366143789495329,50,3,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","039",-0.437601166591144,16,1,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","041",-0.291288262039829,24,2,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","043",-0.448792893916431,15,1,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","045",-0.647600517409178,11,1,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","047",1.17067466206372,62,4,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","049",-0.417203892901421,19,2,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","051",-0.854084101433619,7,1,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","053",0.324344331162059,47,3,NA,NA,NA,"2015-07-27 14:13:00"
