"year","measure_id","state_fips","county_fips","correction","raw_value","ci_low","ci_high","numerator","denominator","other_data_1","other_data_1_ci_low","other_data_1_ci_high","other_data_1_flag","other_data_2","other_data_2_ci_low","other_data_2_ci_high","other_data_2_flag","other_data_3","other_data_3_ci_low","other_data_3_ci_high","other_data_3_flag","other_data_4","other_data_4_ci_low","other_data_4_ci_high","other_data_4_flag","reliability","rank_ready","display","show_details","state_min","state_max","trend_graph","last_updated","years_used"
2018,1,"00","000",0,6658.11394525945,6648.03588178048,6668.19200873841,3537400,896862151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"01","000",0,9642.41203283917,9542.24214538804,9742.58192029029,76851,13617223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6226.67932489926,18334.6881859722,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"02","000",0,7642.10419269721,7418.2728032649,7865.93558212951,7760,2141528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4676.76219992623,30717.3628199929,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"04","000",0,6809.27524382457,6737.91422044324,6880.6362672059,72693,18842650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4416.92183069628,15318.6891446416,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"05","000",0,9226.51253130679,9102.88151089055,9350.14355172303,45678,8315361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6236.76380384831,16423.1230827465,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"06","000",0,5217.32263857847,5192.36156473826,5242.28371241867,326472,109807055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3447.67448128178,11667.0153999616,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"08","000",0,5732.16055316061,5659.9550477758,5804.36605854542,48247,15270575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3308.87987634772,12425.2114401796,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"09","000",0,5271.0900413435,5184.08547707415,5358.09460561285,32985,10029693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4234.02880875465,6365.68256987968,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"10","000",0,7183.04539896195,6983.17979659798,7382.91100132592,11277,2617772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6882.91224066713,8121.8354759976,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"11","000",0,7713.3725745826,7481.41725171232,7945.32789745288,7632,1879981,2500.0920417584,NA,NA,NA,12539.2185516717,NA,NA,NA,5212.16329974316,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,7713.3725745826,7713.3725745826,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"12","000",0,6803.00566689087,6760.44988330527,6845.56145047646,236078,54585628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5082.39280432999,18117.9083931273,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"13","000",0,7508.48587497056,7449.023623665,7567.94812627612,121405,28855061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4185.26934234608,16163.821698817,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"15","000",0,5615.11280243427,5476.18611157853,5754.03949329001,13431,3951099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5072.38888303782,6560.5486782847,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"16","000",0,6289.93992307494,6152.25072942701,6427.62911672287,16604,4617166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3645.16130751381,12121.2349287945,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"17","000",0,6273.873267327,6225.08283625516,6322.66369839883,134841,36265989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4054.35232555816,13090.8910639726,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"18","000",0,7794.07943049556,7717.69639154829,7870.46246944283,84266,18572159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4063.69915425095,13835.6495504216,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"19","000",0,5880.64413639045,5785.42045413133,5975.86781864957,32500,8627015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3122.59507998007,11593.4321034632,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"20","000",0,6782.11768216418,6675.73878687616,6888.49657745221,31978,8140082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4423.13325915885,13503.9486093375,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"21","000",0,9047.06202599999,8948.12432865953,9145.99972334045,68235,12426694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4918.37181587446,17494.9365482842,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"22","000",0,9440.41393908518,9340.48075862408,9540.34711954627,68431,13158257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6245.90572004765,14935.3161618077,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"23","000",0,6529.16845562283,6362.5426706797,6695.79424056596,16497,3678768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5354.32413189513,9152.6524345754,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"24","000",0,6517.11380404781,6443.24634089639,6590.98126719923,63422,16876299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3707.82406543371,12469.7690706525,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"25","000",0,5394.36152754905,5331.74142523244,5456.98162986566,62963,18870737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3437.53637493183,6890.06042695568,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"26","000",0,7293.01286037207,7231.55764952981,7354.46807121432,123888,27754083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4482.71521865379,10128.3523344047,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"27","000",0,5116.67331405365,5048.6181551532,5184.72847295409,47407,15321623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3129.25112855692,12862.4598309976,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"28","000",0,10233.6450260189,10103.8995701342,10363.3904819037,48636,8441314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6993.5412800998,15614.212615132,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"29","000",0,7820.76339554544,7740.86957793098,7900.65721315989,79611,16971680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4936.09826714961,16218.0684254655,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"30","000",0,7370.40325626309,7174.37288972335,7566.43362280282,12600,2857407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4265.43050391136,22872.7892906506,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"31","000",0,6017.11591635894,5892.74492562119,6141.48690709669,18508,5269289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3490.10532570961,15992.992575763,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"32","000",0,7100.74682161176,6992.27095756458,7209.22268565893,34848,8067172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5178.36229025386,11537.2890460721,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"33","000",0,5867.25727269974,5713.67334835043,6020.84119704904,14120,3718241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5138.13398511128,7895.95352572868,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"34","000",0,5469.3515492288,5414.81491936759,5523.88817909,84571,25036612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3859.15308662037,8842.52519830385,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"35","000",0,8360.86808792111,8216.98455167318,8504.75162416904,25669,5860545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3150.84221296737,17234.2479057119,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"36","000",0,5312.40172438926,5276.62042285254,5348.18302592597,183059,55304322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4001.07778394097,7852.95465555039,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"37","000",0,7281.12724842671,7221.01225831647,7341.24223853695,122715,28047633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4470.75414647291,12129.4160019372,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"38","000",0,6642.92734952902,6430.58406516972,6855.27063388832,7290,2067498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3321.61132226709,30483.6914849544,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"39","000",0,7734.00348409724,7675.8907146158,7792.11625357868,152258,32399525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3820.8745645354,11671.2686936119,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"40","000",0,9312.2409279815,9204.78930645101,9419.692549512,58136,10920449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6114.97607730367,14708.3842661524,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"41","000",0,6016.41485006636,5930.74955036944,6102.08014976329,44151,11149240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4142.37352918618,9809.30113292237,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"42","000",0,6899.65573640261,6846.87850646006,6952.43296634516,153883,35417672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3899.85014404503,10426.3093886021,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"44","000",0,5920.15655936603,5752.19416546648,6088.11895326559,11028,2933187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4484.04290110374,6284.16082579942,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"45","000",0,8344.22036597203,8251.61472042236,8436.82601152169,68982,13615617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5477.81216029262,13409.8952657126,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"46","000",0,6987.87706910775,6780.08184015094,7195.67229806456,8879,2373781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3133.69172580838,36469.0143589464,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"47","000",0,8760.43710735188,8680.28509630358,8840.58911840018,98259,18446914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3798.05987878458,14410.2192864735,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"48","000",0,6674.72714137712,6641.09049104528,6708.36379170896,275084,77078369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4038.43504699636,14760.5359812211,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"49","000",0,5949.8848818822,5852.23733094094,6047.53243282346,22563,8470337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3249.96307286627,11104.8892327792,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"50","000",0,5731.66514077475,5510.49455076405,5952.83573078545,6827,1747488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4755.40688721185,7670.40798545015,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"51","000",0,6122.02924480484,6062.66087016319,6181.39761944648,87403,23564079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3237.53668940214,15987.8931459023,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"53","000",0,5566.57857292309,5505.63720371396,5627.51994213221,68625,19994930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4500.91739806894,10338.0088287045,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"54","000",0,9783.56890521976,9618.32116028146,9948.81665015805,32225,5135291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6401.79877003413,19356.9824662983,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"55","000",0,6008.47071825451,5935.39048944601,6081.55094706301,59206,16098174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4157.8456520422,14984.0495894182,NA,"2018-01-18 13:59:00","2013-2015"
2018,1,"56","000",0,7431.46818436567,7177.31763612048,7685.61873261086,6723,1652887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3823.23821794719,12763.3335208494,NA,"2018-01-18 13:59:00","2013-2015"
2018,2,"00","000",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,NA,NA,NA,"2018-01-18 13:59:00","2016"
2018,2,"01","000",0,0.214024056639738,0.200953748428427,0.227702221709492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0.146226765515787,0.340987484265114,NA,"2018-01-18 13:59:00","2016"
