"year","focus_area_id","state_fips","county_fips","z_score","rank","quartile","last_updated"
2020,1,"01","001",-0.74809746510319,5,1,"2020-02-07 12:32:00"
2020,1,"01","003",-0.954835074781337,3,1,"2020-02-07 12:32:00"
2020,1,"01","005",-0.180852119255822,23,2,"2020-02-07 12:32:00"
2020,1,"01","007",0.279345491067438,49,3,"2020-02-07 12:32:00"
2020,1,"01","009",0.107844205442682,42,3,"2020-02-07 12:32:00"
2020,1,"01","011",0.199802211977135,45,3,"2020-02-07 12:32:00"
2020,1,"01","013",0.915306153620641,64,4,"2020-02-07 12:32:00"
2020,1,"01","015",0.306327018447168,51,4,"2020-02-07 12:32:00"
2020,1,"01","017",0.048440569024653,38,3,"2020-02-07 12:32:00"
2020,1,"01","019",0.378692500624243,56,4,"2020-02-07 12:32:00"
2020,1,"01","021",-0.243385930436166,19,2,"2020-02-07 12:32:00"
2020,1,"01","023",0.413425438224844,57,4,"2020-02-07 12:32:00"
2020,1,"01","025",0.056849419513155,39,3,"2020-02-07 12:32:00"
2020,1,"01","027",-0.125258695747584,26,2,"2020-02-07 12:32:00"
2020,1,"01","029",0.041886585350806,35,3,"2020-02-07 12:32:00"
2020,1,"01","031",-0.735612303393115,6,1,"2020-02-07 12:32:00"
2020,1,"01","033",-0.076366327891791,30,2,"2020-02-07 12:32:00"
2020,1,"01","035",-0.028994857661637,32,2,"2020-02-07 12:32:00"
2020,1,"01","037",0.469852015099224,60,4,"2020-02-07 12:32:00"
2020,1,"01","039",0.130014122751245,43,3,"2020-02-07 12:32:00"
2020,1,"01","041",-0.263317985638371,18,2,"2020-02-07 12:32:00"
2020,1,"01","043",-0.199909379304801,22,2,"2020-02-07 12:32:00"
2020,1,"01","045",-0.123763374127478,28,2,"2020-02-07 12:32:00"
2020,1,"01","047",1.01066475655554,65,4,"2020-02-07 12:32:00"
2020,1,"01","049",-0.048927015035511,31,2,"2020-02-07 12:32:00"
2020,1,"01","051",-0.578867040661882,8,1,"2020-02-07 12:32:00"
2020,1,"01","053",0.346037096423652,54,4,"2020-02-07 12:32:00"
2020,1,"01","055",0.26004107666198,47,3,"2020-02-07 12:32:00"
2020,1,"01","057",-0.323077941603476,14,1,"2020-02-07 12:32:00"
2020,1,"01","059",-0.207104755331852,21,2,"2020-02-07 12:32:00"
2020,1,"01","061",0.057152619427528,40,3,"2020-02-07 12:32:00"
2020,1,"01","063",0.183535026360565,44,3,"2020-02-07 12:32:00"
2020,1,"01","065",0.372635823608947,55,4,"2020-02-07 12:32:00"
2020,1,"01","067",-0.450753096443543,11,1,"2020-02-07 12:32:00"
2020,1,"01","069",-0.342720708450067,13,1,"2020-02-07 12:32:00"
2020,1,"01","071",0.04192976309986,36,3,"2020-02-07 12:32:00"
2020,1,"01","073",0.010260390494859,34,2,"2020-02-07 12:32:00"
2020,1,"01","075",0.266021883623458,48,3,"2020-02-07 12:32:00"
2020,1,"01","077",-0.506124306218752,10,1,"2020-02-07 12:32:00"
2020,1,"01","079",0.238776959198079,46,3,"2020-02-07 12:32:00"
2020,1,"01","081",-1.05645218731256,2,1,"2020-02-07 12:32:00"
2020,1,"01","083",-0.856577742948788,4,1,"2020-02-07 12:32:00"
2020,1,"01","085",1.31051334630387,67,4,"2020-02-07 12:32:00"
2020,1,"01","087",0.469205134250677,59,4,"2020-02-07 12:32:00"
2020,1,"01","089",-0.710267944596849,7,1,"2020-02-07 12:32:00"
2020,1,"01","091",0.331144193293451,53,4,"2020-02-07 12:32:00"
2020,1,"01","093",0.04680442765464,37,3,"2020-02-07 12:32:00"
2020,1,"01","095",-0.231738449563736,20,2,"2020-02-07 12:32:00"
2020,1,"01","097",-0.124584560172414,27,2,"2020-02-07 12:32:00"
2020,1,"01","099",0.448618072847536,58,4,"2020-02-07 12:32:00"
2020,1,"01","101",-0.296383643406585,16,1,"2020-02-07 12:32:00"
2020,1,"01","103",-0.371125857543965,12,1,"2020-02-07 12:32:00"
2020,1,"01","105",0.889793748599993,63,4,"2020-02-07 12:32:00"
2020,1,"01","107",-0.303426586389927,15,1,"2020-02-07 12:32:00"
2020,1,"01","109",-0.141067229975204,24,2,"2020-02-07 12:32:00"
2020,1,"01","111",-0.139879350935223,25,2,"2020-02-07 12:32:00"
2020,1,"01","113",0.080964213547465,41,3,"2020-02-07 12:32:00"
2020,1,"01","115",-0.263821555418531,17,1,"2020-02-07 12:32:00"
2020,1,"01","117",-1.28800613544213,1,1,"2020-02-07 12:32:00"
2020,1,"01","119",0.594744970811962,62,4,"2020-02-07 12:32:00"
2020,1,"01","121",0.302182226285704,50,3,"2020-02-07 12:32:00"
2020,1,"01","123",-0.103455919055569,29,2,"2020-02-07 12:32:00"
2020,1,"01","125",-0.575907148418319,9,1,"2020-02-07 12:32:00"
2020,1,"01","127",1.14112097076203,66,4,"2020-02-07 12:32:00"
2020,1,"01","129",0.320908107663162,52,4,"2020-02-07 12:32:00"
2020,1,"01","131",0.54877522015163,61,4,"2020-02-07 12:32:00"
2020,1,"01","133",-0.018953070503585,33,2,"2020-02-07 12:32:00"
2020,1,"02","013",NA,999,NA,"2020-02-07 12:32:00"
2020,1,"02","016",0,12,2,"2020-02-07 12:32:00"
2020,1,"02","020",-0.319549154049481,8,2,"2020-02-07 12:32:00"
2020,1,"02","050",0.392514191159939,21,4,"2020-02-07 12:32:00"
2020,1,"02","060",NA,999,NA,"2020-02-07 12:32:00"
2020,1,"02","068",0,12,2,"2020-02-07 12:32:00"
2020,1,"02","070",0.27976348748519,20,4,"2020-02-07 12:32:00"
2020,1,"02","090",-0.393942423153174,4,1,"2020-02-07 12:32:00"
2020,1,"02","100",0,12,2,"2020-02-07 12:32:00"
2020,1,"02","105",0,12,2,"2020-02-07 12:32:00"
2020,1,"02","110",-0.322793101141612,7,2,"2020-02-07 12:32:00"
2020,1,"02","122",-0.260686431745301,10,2,"2020-02-07 12:32:00"
2020,1,"02","130",-0.313697845105149,9,2,"2020-02-07 12:32:00"
2020,1,"02","150",-0.612993963919581,1,1,"2020-02-07 12:32:00"
2020,1,"02","158",0.943150503065226,25,4,"2020-02-07 12:32:00"
2020,1,"02","164",0,12,2,"2020-02-07 12:32:00"
2020,1,"02","170",-0.404785423232195,3,1,"2020-02-07 12:32:00"
2020,1,"02","180",0.451658738407207,22,4,"2020-02-07 12:32:00"
2020,1,"02","185",-0.009755662055741,11,2,"2020-02-07 12:32:00"
2020,1,"02","188",0.707979289091729,23,4,"2020-02-07 12:32:00"
