"year","measure_id","state_fips","county_fips","correction","raw_value","ci_low","ci_high","numerator","denominator","other_data_1","other_data_1_ci_low","other_data_1_ci_high","other_data_1_flag","other_data_2","other_data_2_ci_low","other_data_2_ci_high","other_data_2_flag","other_data_3","other_data_3_ci_low","other_data_3_ci_high","other_data_3_flag","other_data_4","other_data_4_ci_low","other_data_4_ci_high","other_data_4_flag","reliability","rank_ready","display","show_details","state_min","state_max","trend_graph","last_updated"
2024,1,"00","000",0,7971.50978911129,7960.51604336805,7982.50353485453,4535347,921750763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,0,"2024-03-04 12:11:00"
2024,1,"01","000",0,11415.734832681,11307.6528469551,11523.8168184069,98140,13812804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6592.67027360361,19389.8950710667,5,"2024-03-04 12:11:00"
2024,1,"02","000",0,9414.77565760337,9158.40665997591,9671.14465523084,9838,2102133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,7141.38169000865,24287.304718906,5,"2024-03-04 12:11:00"
2024,1,"04","000",0,8865.49161122977,8785.89624807433,8945.08697438521,104430,20282384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,7079.99311904457,23967.6863385863,5,"2024-03-04 12:11:00"
2024,1,"05","000",0,10823.1308500089,10688.8936929015,10957.3680071163,56311,8414668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6733.29509166157,19922.0143342306,5,"2024-03-04 12:11:00"
2024,1,"06","000",0,6373.19454917129,6345.30324942337,6401.08584891921,420722,110760992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3815.77105555735,15509.465353357,5,"2024-03-04 12:11:00"
2024,1,"08","000",0,6993.79403693857,6915.60624090599,7071.98183297115,64432,16404410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2771.45470408424,16383.9478460817,5,"2024-03-04 12:11:00"
2024,1,"09","000",0,6480.38015553358,6382.70207089515,6578.05824017201,40972,9897530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4999.01519645462,7986.54496493847,5,"2024-03-04 12:11:00"
2024,1,"10","000",0,8590.16111197666,8372.5152452664,8807.80697868692,14693,2731528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,8385.75238140606,9515.88435560523,5,"2024-03-04 12:11:00"
2024,1,"11","000",0,8975.9560192991,8733.65634676507,9218.25569183312,9658,1978094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,8975.9560192991,8975.9560192991,5,"2024-03-04 12:11:00"
