"year","measure_id","state_fips","county_fips","correction","raw_value","ci_low","ci_high","numerator","denominator","other_data_1","other_data_1_ci_low","other_data_1_ci_high","other_data_1_flag","other_data_2","other_data_2_ci_low","other_data_2_ci_high","other_data_2_flag","other_data_3","other_data_3_ci_low","other_data_3_ci_high","other_data_3_flag","other_data_4","other_data_4_ci_low","other_data_4_ci_high","other_data_4_flag","reliability","rank_ready","display","show_details","state_min","state_max","trend_graph","last_updated"
2023,1,"00","000",0,7281.93556380514,7271.40623367016,7292.46489394011,4125218,917267406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,0,"2023-02-20 12:28:00"
2023,1,"01","000",0,10350.0714556913,10246.1332572845,10454.0096540981,88086,13668498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6125.24725545417,17713.5931323202,5,"2023-02-20 12:28:00"
2023,1,"02","000",0,8269.14335494655,8029.74266730139,8508.54404259171,8663,2109679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6129.88907158342,20938.5313383476,5,"2023-02-20 12:28:00"
2023,1,"04","000",0,7745.32757280931,7670.72698350093,7819.92816211769,90822,20195672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6336.37961951351,18660.5014534656,5,"2023-02-20 12:28:00"
2023,1,"05","000",0,9749.67041829987,9622.14957289774,9877.191263702,50906,8399465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6155.90644510565,17709.0235881721,5,"2023-02-20 12:28:00"
2023,1,"06","000",0,5678.81695029572,5652.66116758663,5704.97273300481,378883,111095669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3314.8918160103,14307.2339511681,5,"2023-02-20 12:28:00"
2023,1,"08","000",0,6322.52826564402,6248.01274926042,6397.04378202762,58091,16301283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3101.01512005885,14160.0976897912,5,"2023-02-20 12:28:00"
2023,1,"09","000",0,6106.50596385571,6011.65142379179,6201.36050391963,38493,9863750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4781.1913239782,7521.63436065493,5,"2023-02-20 12:28:00"
2023,1,"10","000",0,8148.53372875808,7934.40481094234,8362.66264657382,13471,2699672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,8092.43279933125,8555.00371841544,5,"2023-02-20 12:28:00"
2023,1,"11","000",0,8357.20514104204,8124.91134402855,8589.49893805552,8978,2009421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,8357.20514104204,8357.20514104204,5,"2023-02-20 12:28:00"
2023,1,"12","000",0,7478.10073892021,7434.40217410419,7521.79930373623,282304,58419719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5348.29605741943,18116.4838856574,5,"2023-02-20 12:28:00"
2023,1,"13","000",0,8016.73094580424,7955.97770890793,8077.48418270056,143179,30075569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3832.62384422552,19590.0083519441,5,"2023-02-20 12:28:00"
2023,1,"15","000",0,5895.08568713124,5748.63594296211,6041.53543130037,14779,3894605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5724.58779759725,6985.69527402244,5,"2023-02-20 12:28:00"
2023,1,"16","000",0,6327.9658707652,6193.78422885445,6462.14751267595,19254,5023289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4072.96758992002,10908.5437419582,5,"2023-02-20 12:28:00"
2023,1,"17","000",0,7066.18124384327,7013.32175076641,7119.04073692014,155530,35405031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4382.10396664316,15549.9253826033,5,"2023-02-20 12:28:00"
