"year","measure_id","state_fips","county_fips","correction","raw_value","ci_low","ci_high","numerator","denominator","other_data_1","other_data_1_ci_low","other_data_1_ci_high","other_data_1_flag","other_data_2","other_data_2_ci_low","other_data_2_ci_high","other_data_2_flag","other_data_3","other_data_3_ci_low","other_data_3_ci_high","other_data_3_flag","other_data_4","other_data_4_ci_low","other_data_4_ci_high","other_data_4_flag","reliability","rank_ready","display","show_details","state_min","state_max","trend_graph","last_updated"
2010,1,"00","000",0,7261.2,7250.5,7271.9,3155908,835139971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,"2015-07-27 14:13:00"
2010,1,"01","000",0,10150.4,10046.4,10254.4,68033,12788235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6603.8,15808,NA,"2015-07-27 14:13:00"
2010,1,"02","000",0,7633.9,7401.6,7866.3,6112,1956468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5591.7,16087.5,NA,"2015-07-27 14:13:00"
2010,1,"04","000",0,7612.4,7534.2,7690.6,62262,16750172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5969.3,13084.1,NA,"2015-07-27 14:13:00"
2010,1,"05","000",0,9604.6,9475.1,9734,39308,7768023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6371.7,15890.6,NA,"2015-07-27 14:13:00"
2010,1,"06","000",0,6195.5,6167.8,6223.3,307923,102281460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4052.8,11402.9,NA,"2015-07-27 14:13:00"
2010,1,"08","000",0,6185.2,6106.4,6263.9,39317,13399503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3531.7,9578.8,NA,"2015-07-27 14:13:00"
2010,1,"09","000",0,5819.4,5729.5,5909.3,31384,9728282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4376.4,6677.6,NA,"2015-07-27 14:13:00"
2010,1,"10","000",0,7837.8,7625.8,8049.8,9897,2362386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,7511.8,8453.8,NA,"2015-07-27 14:13:00"
2010,1,"11","000",0,11660.7,11347.9,11973.5,8749,1644004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,11660.7,11660.7,NA,"2015-07-27 14:13:00"
2010,1,"12","000",0,7933.3,7885.7,7980.9,211811,48484950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6053.5,20311.9,NA,"2015-07-27 14:13:00"
2010,1,"13","000",0,8269.1,8205.4,8332.8,103882,26180177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4581.1,19096,NA,"2015-07-27 14:13:00"
2010,1,"15","000",0,6152.8,6000.6,6305,11628,3527769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5907.5,7360.7,NA,"2015-07-27 14:13:00"
2010,1,"16","000",0,6463,6316.8,6609.3,12974,4044895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4132.9,10858.1,NA,"2015-07-27 14:13:00"
2010,1,"17","000",0,6987.1,6936.6,7037.6,129232,35898017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4583,15512.9,NA,"2015-07-27 14:13:00"
2010,1,"18","000",0,7819.7,7742.7,7896.8,72239,17632741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4394,12403.3,NA,"2015-07-27 14:13:00"
2010,1,"19","000",0,5943.4,5846.4,6040.5,28301,8183583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4099.9,9134.3,NA,"2015-07-27 14:13:00"
2010,1,"20","000",0,7141.6,7030,7253.1,28260,7672100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4677.3,13088.1,NA,"2015-07-27 14:13:00"
2010,1,"21","000",0,8913.9,8814,9013.8,57026,11775005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5177.5,16881.4,NA,"2015-07-27 14:13:00"
2010,1,"22","000",0,10806.6,10697.1,10916,64349,12482742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,8537.6,16356.7,NA,"2015-07-27 14:13:00"
2010,1,"23","000",0,6613.4,6453.7,6773.2,14776,3654426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5518.3,8707.6,NA,"2015-07-27 14:13:00"
