"year","measure_id","state_fips","county_fips","correction","raw_value","ci_low","ci_high","numerator","denominator","other_data_1","other_data_1_ci_low","other_data_1_ci_high","other_data_1_flag","other_data_2","other_data_2_ci_low","other_data_2_ci_high","other_data_2_flag","other_data_3","other_data_3_ci_low","other_data_3_ci_high","other_data_3_flag","other_data_4","other_data_4_ci_low","other_data_4_ci_high","other_data_4_flag","reliability","rank_ready","display","show_details","state_min","state_max","trend_graph","last_updated"
2015,1,"00","000",0,6621.61,6611.516,6631.704,3293135,877624573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,"2015-07-27 14:13:00"
2015,1,"01","000",0,9507.9,9408.881,9606.919,72385,13527993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6415.26,14814.31,NA,"2015-07-27 14:13:00"
2015,1,"02","000",0,7320.71,7103.268,7538.152,7234,2102802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,5753.97,18440.12,NA,"2015-07-27 14:13:00"
2015,1,"04","000",0,6714.29,6642.711,6785.869,66101,18230639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4806.2,14349.65,NA,"2015-07-27 14:13:00"
2015,1,"05","000",0,9067.86,8944.968,9190.752,42589,8238994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,6465.56,15588.39,NA,"2015-07-27 14:13:00"
2015,1,"06","000",0,5295.43,5270.126,5320.734,306204,106933596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,3448.89,10269.47,NA,"2015-07-27 14:13:00"
2015,1,"08","000",0,5756.44,5682.803,5830.077,43885,14591057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,2835.28,11967.69,NA,"2015-07-27 14:13:00"
2015,1,"09","000",0,5283.6,5196.439,5370.761,31214,9990454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,4370.95,6047.61,NA,"2015-07-27 14:13:00"
2015,1,"10","000",0,7358.62,7154.447,7562.793,10535,2547753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,7149.87,7885.51,NA,"2015-07-27 14:13:00"
2015,1,"11","000",0,8239.14,7988.672,8489.608,7246,1755905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,8239.14,8239.14,NA,"2015-07-27 14:13:00"
